,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
25608,2000-06-24,Aurora,396.96,,-32.77,,,,-10.46,,69.54,,7.26,,7.71,,148.99,190.35,,2.72,,13.5,,0.01,,,,,,,56.21,230.21,,76.35,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,176,729811
25632,2000-06-25,Aurora,350.18,,-9.23,,,,-8.51,,71.49,,6.78,,7.06,,148.33,201.69,837.39,2.73,,13.75,,0.0,,,,,,,66.95,185.21,,76.07,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,177,729812
25659,2000-06-26,Aurora,341.37,,-8.6,-4.78,,,-8.55,,75.98,,3.62,,3.77,,146.86,202.21,835.72,2.73,,13.68,,0.0,,,,,,,66.99,185.21,,79.81,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,178,729813
25669,2000-06-27,Aurora,338.97,,-5.55,-5.86,,,-9.68,,80.1,,3.97,,4.22,,155.75,194.85,835.5,2.73,,13.87,,0.0,,,,,,,67.03,185.21,,85.06,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,179,729814
25704,2000-06-28,Aurora,337.33,,-1.05,-5.23,,,-9.27,,81.57,,4.8,,5.0,,144.33,206.09,835.11,2.73,,13.85,,0.0,,,,,,,67.08,185.21,,86.39,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,180,729815
25722,2000-06-29,Aurora,312.38,,4.32,-3.64,,,-7.7,,81.84,,3.94,,4.1,,157.34,192.79,840.22,2.73,,13.87,,-0.0,,,,,,,67.13,185.21,,85.33,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,181,729816
25746,2000-06-30,Aurora,304.2,,14.91,-1.86,,,-6.17,,81.39,,3.59,,3.78,,137.5,212.57,841.27,2.74,,13.68,,-0.01,,,,,,,67.2,185.21,,83.51,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,June,182,729817
25766,2000-07-01,Aurora,309.47,,12.92,-1.82,,,-6.16,,79.88,,4.34,,4.57,,149.18,200.94,838.68,2.74,,13.71,,-0.01,,,,,,,67.27,185.21,,81.89,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,183,729818
25767,2000-07-02,Aurora,299.05,,12.55,-0.91,,,-5.34,,86.35,,3.55,,3.73,,151.95,198.29,836.86,2.75,,13.7,,-0.02,,,,,,,67.35,185.21,,87.85,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,184,729819
25797,2000-07-03,Aurora,274.19,,21.07,0.86,,,-3.73,,88.73,,3.51,,3.7,,151.21,197.99,833.08,2.78,,13.65,,-0.05,,,,,,,67.43,185.21,,89.16,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,185,729820
25823,2000-07-04,Aurora,225.53,,10.14,0.62,,,-3.86,,90.64,,2.69,,2.84,,188.48,164.28,832.49,2.82,,13.75,,-0.09,,,,,,,67.52,185.21,,90.75,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,186,729821
25834,2000-07-05,Aurora,287.06,,19.71,1.12,,,-3.23,,86.57,,2.1,,2.24,,142.37,207.58,832.42,2.84,,13.69,,-0.11,,,,,,,67.62,185.21,,86.63,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,187,729822
25855,2000-07-06,Aurora,291.4,,12.99,-0.27,,,-5.0,,81.69,,6.55,,6.85,,137.64,214.37,828.49,2.87,,13.79,,-0.14,,,,,,,67.73,185.21,,82.82,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,188,729823
25872,2000-07-07,Aurora,284.15,,16.08,-1.37,,,-5.52,,84.76,,3.09,,3.23,,170.0,181.45,828.92,2.89,,13.64,,-0.16,,,,,,,67.84,185.21,,85.9,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,189,729824
25889,2000-07-08,Aurora,274.85,,-1.14,-0.96,,,-5.41,,90.0,,2.93,,3.06,,173.79,176.92,830.57,2.9,,13.76,,-0.17,,,,,,,67.96,185.21,,91.26,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,190,729825
25915,2000-07-09,Aurora,286.81,,25.29,-0.14,,,-4.88,,87.14,,4.82,,5.0,,161.73,189.03,824.54,2.92,,13.73,,-0.19,,,,,,,68.09,185.21,,87.76,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,191,729826
25936,2000-07-10,Aurora,215.72,,22.03,0.29,,,-4.05,,92.98,,2.15,,2.24,,231.16,128.75,819.19,2.94,,13.7,,-0.21,,,,,,,68.22,185.21,,93.17,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,192,729827
25959,2000-07-11,Aurora,242.21,,10.38,-0.85,,,-5.35,,95.29,,3.38,,3.65,,265.83,89.8,823.6,2.94,,13.88,,-0.21,,,,,,,68.36,185.21,,96.09,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,193,729828
25973,2000-07-12,Aurora,225.93,,3.89,-0.8,,,-5.34,,97.94,,5.36,,5.71,,221.89,131.99,822.52,2.91,,13.73,,-0.18,,,,,,,68.5,185.21,,98.74,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,194,729829
25993,2000-07-13,Aurora,190.71,,2.42,0.0,,,-4.88,,97.98,,6.17,,6.69,,232.43,122.05,823.38,2.9,,14.06,,-0.17,,,,,,,68.65,185.21,,98.29,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,195,729830
26007,2000-07-14,Aurora,299.13,,0.11,-1.51,,,-5.52,,91.87,,1.79,,1.9,,209.25,148.86,822.11,2.9,,13.65,,-0.17,,,,,,,68.81,185.21,,93.45,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,196,729831
26040,2000-07-15,Aurora,203.94,,2.42,-2.68,,,-7.35,,96.18,,8.75,,9.32,,198.22,154.65,822.11,2.9,,14.09,,-0.17,,,,,,,68.97,185.21,,98.71,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,197,729832
26056,2000-07-16,Aurora,254.16,,-3.3,-5.59,,,-9.9,,98.82,,8.9,,9.73,,262.83,91.48,826.05,2.86,,14.1,,-0.13,,,,,,,69.14,185.21,,104.34,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,198,729833
26076,2000-07-17,Aurora,315.2,,-21.08,-4.6,,,-8.72,,94.77,,3.04,,3.12,,183.41,151.54,830.85,2.86,,13.7,,-0.13,,,,,,,69.32,185.21,,99.47,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,199,729834
26090,2000-07-18,Aurora,333.01,,-27.99,-8.78,,,-12.53,,85.3,,6.03,,6.28,,146.73,204.18,824.9,2.85,,13.92,,-0.12,,,,,,,69.5,185.21,,93.33,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,200,729835
26112,2000-07-19,Aurora,281.78,,-7.1,-5.37,,,-9.28,,85.69,,3.37,,3.59,,206.98,145.63,817.48,2.85,,13.88,,-0.12,,,,,,,69.69,185.21,,90.41,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,201,729836
26131,2000-07-20,Aurora,251.46,,-3.89,-3.06,,,-7.19,,92.66,,2.63,,2.89,,222.05,138.57,818.5,2.81,,13.88,,-0.08,,,,,,,69.88,185.21,,95.52,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,202,729837
26161,2000-07-21,Aurora,282.56,,-17.25,-2.52,,,-6.59,,85.94,,2.51,,2.61,,163.6,186.71,823.9,2.8,,13.65,,-0.07,,,,,,,70.08,185.21,,88.23,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,203,729838
26172,2000-07-22,Aurora,314.31,,-15.77,-3.81,,,-8.17,,80.69,,6.31,,6.51,,138.32,211.67,829.63,2.83,,13.83,,-0.1,,,,,,,70.28,185.21,,83.88,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,204,729839
26206,2000-07-23,Aurora,239.6,,-0.7,-0.71,,,-5.46,,85.25,,8.7,,8.96,,132.5,217.3,828.45,2.83,,13.76,,-0.1,,,,,,,70.49,185.21,,86.19,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,205,729840
26209,2000-07-24,Aurora,264.57,,-2.18,-1.55,,,-6.07,,90.7,,5.37,,5.64,,198.58,154.04,836.13,2.82,,13.72,,-0.09,,,,,,,70.71,185.21,,92.14,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,206,729841
26233,2000-07-25,Aurora,223.94,,1.9,-1.35,,,-5.9,,97.31,,4.58,,4.92,,231.85,122.99,838.13,2.8,,13.91,,-0.07,,,,,,,70.93,185.21,,98.59,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,207,729842
26265,2000-07-26,Aurora,185.33,,13.03,0.88,,,-3.97,,96.88,,6.42,,6.73,,201.57,151.04,832.49,2.81,,13.77,,-0.08,,,,,,,71.15,185.21,,96.98,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,208,729843
26282,2000-07-27,Aurora,99.69,,7.42,1.34,,,-3.62,,97.46,,6.43,,6.69,,195.86,155.67,828.42,2.81,,13.87,,-0.08,,,,,,,71.38,185.21,,97.46,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,209,729844
26296,2000-07-28,Aurora,144.88,,12.76,1.45,,,-3.45,,96.44,,6.47,,6.67,,183.72,166.97,827.24,2.84,,13.85,,-0.11,,,,,,,71.62,185.21,,96.44,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,210,729845
26320,2000-07-29,Aurora,193.96,,12.27,-0.41,,,-5.15,,94.03,,7.47,,7.75,,204.42,147.77,830.52,2.87,,13.66,,-0.14,,,,,,,71.86,185.21,,94.74,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,211,729846
26338,2000-07-30,Aurora,124.96,,8.62,0.89,,,-4.02,,98.38,,8.9,,9.34,,211.35,141.5,825.86,2.85,,13.68,,-0.12,,,,,,,72.1,185.21,,98.38,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,212,729847
26353,2000-07-31,Aurora,94.92,,9.93,1.52,,,-3.56,,99.46,,9.03,,9.46,,227.0,127.89,824.44,2.86,,13.87,,-0.13,,,,,,,72.35,185.21,,99.46,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,July,213,729848
26376,2000-08-01,Aurora,139.08,,15.57,0.69,,,-4.25,,98.4,,7.16,,7.63,,223.4,130.03,822.35,2.89,,13.74,,-0.16,,,,,,,72.61,185.21,,98.65,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,214,729849
26400,2000-08-02,Aurora,231.69,,1.97,-2.68,,,-6.51,,91.07,,1.79,,1.89,,287.0,68.27,826.33,2.89,,13.7,,-0.16,,,,,,,72.87,185.21,,93.51,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,215,729850
26409,2000-08-03,Aurora,254.08,,-32.6,-4.6,,,-8.71,,85.11,,3.25,,3.39,,174.15,175.35,828.24,2.89,,13.74,,-0.16,,,,,,,73.13,185.21,,89.22,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,216,729851
26445,2000-08-04,Aurora,257.57,,-28.58,-4.02,,,-8.3,,79.84,,5.07,,5.24,,148.5,201.1,827.9,2.89,,13.65,,-0.16,,,,,,,73.4,185.21,,83.52,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,217,729852
26466,2000-08-05,Aurora,136.92,,5.47,0.86,,,-4.03,,91.69,,6.66,,6.91,,163.28,186.1,822.39,2.9,,13.75,,-0.17,,,,,,,73.67,185.21,,92.45,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,218,729853
26476,2000-08-06,Aurora,201.11,,5.33,0.62,,,-4.13,,91.37,,4.44,,4.73,,185.23,166.1,823.85,2.92,,13.63,,-0.19,,,,,,,73.95,185.21,,91.41,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,219,729854
26500,2000-08-07,Aurora,163.38,,-5.31,0.08,,,-3.9,,91.95,,1.16,,1.24,,173.99,174.9,820.36,2.92,,13.57,,-0.19,,,,,,,74.23,185.21,,92.5,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,220,729855
26518,2000-08-08,Aurora,214.65,,-14.0,-1.15,,,-5.6,,89.54,,2.11,,2.27,,145.63,203.71,821.67,2.92,,13.59,,-0.19,,,,,,,74.51,185.21,,91.07,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,221,729856
26528,2000-08-09,Aurora,214.71,,-17.11,-2.07,,,-6.45,,85.71,,3.21,,3.36,,168.95,181.14,823.61,2.92,,13.63,,-0.19,,,,,,,74.8,185.21,,87.71,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,222,729857
26547,2000-08-10,Aurora,178.01,,5.93,-2.02,,,-6.32,,89.82,,2.21,,2.37,,206.8,151.88,823.93,2.92,,13.66,,-0.19,,,,,,,75.09,185.21,,91.65,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,223,729858
26581,2000-08-11,Aurora,185.18,,6.27,-3.79,,,-8.16,,89.57,,5.03,,5.12,,51.98,310.4,823.04,2.93,,13.98,,-0.2,,,,,,,75.38,185.21,,92.91,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,224,729859
26595,2000-08-12,Aurora,229.03,,-25.93,-2.84,,,-7.24,,85.68,,4.53,,4.71,,140.61,208.98,822.61,2.94,,13.58,,-0.21,,,,,,,75.68,185.21,,88.78,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,225,729860
26615,2000-08-13,Aurora,215.1,,-23.18,-2.69,,,-7.18,,83.76,,4.94,,5.14,,147.15,201.86,828.95,2.94,,13.67,,-0.21,,,,,,,75.99,185.21,,86.33,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,226,729861
26628,2000-08-14,Aurora,210.54,,-30.8,-2.53,,,-7.09,,82.54,,5.64,,5.87,,152.8,196.66,833.48,2.94,,13.68,,-0.21,,,,,,,76.29,185.21,,84.84,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,227,729862
26666,2000-08-15,Aurora,132.95,,0.7,-0.73,,,-5.4,,93.42,,5.52,,5.76,,187.15,163.38,835.4,2.94,,13.9,,-0.21,,,,,,,76.6,185.21,,94.64,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,228,729863
26667,2000-08-16,Aurora,108.86,,9.15,1.24,,,-3.73,,96.96,,5.28,,5.58,,209.73,142.95,837.88,2.93,,13.74,,-0.2,,,,,,,76.91,185.21,,96.96,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,229,729864
26704,2000-08-17,Aurora,168.38,,14.73,1.89,,,-3.15,,87.34,,5.67,,5.85,,171.65,177.58,836.53,2.94,,13.67,,-0.21,,,,,,,77.23,185.21,,87.37,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,230,729865
26723,2000-08-18,Aurora,121.57,,13.11,3.05,,,-2.18,,96.12,,6.57,,6.79,,191.25,159.09,832.68,2.97,,13.77,,-0.24,,,,,,,77.54,185.21,,96.12,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,231,729866
26733,2000-08-19,Aurora,109.28,,17.47,1.91,,,-3.09,,93.63,,4.86,,5.02,,202.55,149.17,832.72,2.99,,13.72,,-0.26,,,,,,,77.87,185.21,,93.63,,4.92,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,232,729867
26754,2000-08-20,Aurora,149.49,,0.25,0.73,,,-3.49,,96.19,,1.11,,1.21,,187.03,163.94,829.14,2.98,,13.54,,-0.25,,,,,,,78.19,185.21,,96.25,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,233,729868
26784,2000-08-21,Aurora,162.53,,-7.39,-1.45,,,-5.91,,89.35,,2.18,,2.25,,143.63,205.51,828.36,2.96,,13.63,,-0.23,,,,,,,78.52,185.21,,90.8,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,234,729869
26800,2000-08-22,Aurora,190.38,,-45.07,-2.32,,,-6.97,,81.74,,6.07,,6.23,,158.71,190.48,826.48,2.96,,13.74,,-0.23,,,,,,,78.85,185.21,,83.94,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,235,729870
26822,2000-08-23,Aurora,186.44,,-33.84,-4.32,,,-8.6,,82.99,,3.99,,4.11,,104.87,256.15,821.85,2.97,,13.59,,-0.24,,,,,,,79.18,185.21,,86.63,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,236,729871
26836,2000-08-24,Aurora,163.25,,-8.88,-3.37,,,-7.7,,89.23,,2.2,,2.45,,197.38,159.2,823.74,2.97,,13.66,,-0.24,,,,,,,79.51,185.21,,92.28,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,237,729872
26855,2000-08-25,Aurora,193.87,,-46.56,-4.82,,,-9.1,,87.85,,3.45,,3.78,,196.0,155.63,823.28,2.97,,13.67,,-0.24,,,,,,,79.85,185.21,,92.05,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,238,729873
26875,2000-08-26,Aurora,191.74,,-58.4,-6.94,,,-11.0,,78.06,,4.09,,4.38,,199.87,151.35,825.9,2.97,,13.71,,-0.24,,,,,,,80.19,185.21,,83.29,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,239,729874
26901,2000-08-27,Aurora,169.57,,-23.84,-4.62,,,-9.0,,89.34,,3.9,,4.12,,199.09,152.17,828.93,2.97,,13.66,,-0.24,,,,,,,80.53,185.21,,93.45,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,240,729875
26923,2000-08-28,Aurora,122.77,,1.56,-2.56,,,-7.17,,93.36,,5.95,,6.28,,225.22,128.57,830.68,2.95,,13.73,,-0.22,,,,,,,80.87,185.21,,95.71,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,241,729876
26944,2000-08-29,Aurora,140.24,,-7.25,-0.09,,,-4.95,,93.92,,7.72,,8.36,,242.6,111.58,829.85,2.93,,13.7,,-0.2,,,,,,,81.22,185.21,,94.62,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,242,729877
26951,2000-08-30,Aurora,112.17,,-2.51,0.6,,,-4.4,,83.32,,6.31,,7.16,,248.74,104.37,828.05,2.94,,13.72,,-0.21,,,,,,,81.56,185.21,,83.32,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,243,729878
26971,2000-08-31,Aurora,131.59,,-6.08,-0.85,,,-5.62,,96.44,,3.17,,3.61,,237.8,115.24,825.15,2.87,,13.76,,-0.14,,,,,,,81.91,185.21,,97.26,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,Summer,2000,August,244,729879
27005,2000-09-01,Aurora,164.09,,-43.09,-4.49,,,-9.02,,81.36,,7.46,,7.62,,183.56,165.77,823.31,2.87,,13.68,,-0.14,,,,,,,82.27,185.21,,85.04,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,245,729880
27024,2000-09-02,Aurora,136.47,,-39.77,-2.15,,,-6.89,,85.17,,9.51,,9.81,,156.58,193.12,817.85,2.89,,13.64,,-0.16,,,,,,,82.62,185.21,,87.17,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,246,729881
27039,2000-09-03,Aurora,105.66,,-17.49,-0.25,,,-5.15,,84.57,,9.22,,9.53,,149.45,201.03,811.03,2.89,,13.66,,-0.16,,,,,,,82.97,185.21,,84.99,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,247,729882
27052,2000-09-04,Aurora,121.03,,-36.01,-4.76,,,-9.21,,80.36,,7.18,,7.31,,183.01,166.61,816.67,2.91,,13.83,,-0.18,,,,,,,83.33,185.21,,84.18,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,248,729883
27069,2000-09-05,Aurora,150.96,,-32.06,-8.33,,,-12.35,,87.82,,4.64,,4.73,,183.15,166.25,817.92,2.93,,13.75,,-0.2,,,,,,,83.69,185.21,,95.25,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,249,729884
27091,2000-09-06,Aurora,130.32,,-17.39,-9.19,,,-12.95,,91.09,,2.98,,3.09,,199.35,151.3,819.02,2.89,,13.7,,-0.16,,,,,,,84.05,185.21,,99.67,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,250,729885
27119,2000-09-07,Aurora,150.52,,-30.79,-11.9,,,-17.83,,92.34,,3.88,,4.01,,181.04,167.72,823.57,2.89,,13.66,,-0.16,,,,,,,84.41,185.21,,103.83,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,251,729886
27146,2000-09-08,Aurora,131.69,,-27.1,-9.01,,,-12.99,,78.56,,6.22,,6.33,,191.5,159.41,823.55,2.9,,13.68,,-0.17,,,,,,,84.77,185.21,,85.84,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,252,729887
27162,2000-09-09,Aurora,107.88,,-11.9,-7.35,,,-11.44,,96.58,,3.6,,3.79,,241.06,111.34,824.87,2.9,,13.67,,-0.17,,,,,,,85.13,185.21,,103.71,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,253,729888
27168,2000-09-10,Aurora,105.48,,-2.41,-7.3,,,-11.0,,96.28,,1.86,,1.97,,176.71,153.03,822.03,2.89,,13.63,,-0.16,,,,,,,85.5,185.21,,103.39,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,254,729889
27205,2000-09-11,Aurora,106.83,,-13.95,-9.0,,,-13.28,,87.67,,1.72,,1.79,,160.55,198.04,819.01,2.89,,13.66,,-0.16,,,,,,,85.86,185.21,,95.84,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,255,729890
27211,2000-09-12,Aurora,99.46,,-22.71,-9.79,,,-16.62,,88.96,,8.59,,8.82,,182.38,167.12,816.8,2.9,,13.74,,-0.17,,,,,,,86.23,185.21,,98.14,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,256,729891
27237,2000-09-13,Aurora,97.84,,1.09,-5.3,,,-9.74,,99.04,,10.42,,10.84,,290.71,63.08,814.2,2.89,,13.73,,-0.16,,,,,,,86.6,185.21,,104.28,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,257,729892
27266,2000-09-14,Aurora,104.41,,-9.22,-5.39,,,-9.72,,98.82,,3.14,,3.3,,279.07,75.07,818.69,2.89,,13.74,,-0.16,,,,,,,86.97,185.21,,104.16,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,258,729893
27271,2000-09-15,Aurora,99.0,,-1.88,-11.66,,,-15.83,,99.01,,1.6,,1.74,,223.45,147.21,832.25,2.89,,13.76,,-0.16,,,,,,,87.34,185.21,,110.91,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,259,729894
27291,2000-09-16,Aurora,136.3,,-49.16,-13.42,,,-20.46,,83.48,,5.85,,6.06,,192.8,157.97,839.5,2.88,,13.76,,-0.15,,,,,,,87.71,185.21,,95.8,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,260,729895
27310,2000-09-17,Aurora,66.99,,-6.3,-3.86,,,-8.4,,90.84,,10.23,,10.63,,222.98,130.41,830.12,2.83,,13.69,,-0.1,,,,,,,88.08,185.21,,94.13,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,261,729896
27326,2000-09-18,Aurora,97.84,,-3.66,-3.72,,,-8.34,,94.52,,6.3,,6.74,,234.02,120.94,821.5,2.74,,13.63,,-0.01,,,,,,,88.45,185.21,,97.97,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,262,729897
27354,2000-09-19,Aurora,85.2,,-17.95,-6.35,,,-10.58,,92.57,,4.78,,5.09,,235.47,118.45,822.38,2.74,,13.68,,-0.01,,,,,,,88.82,185.21,,98.49,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,263,729898
27363,2000-09-20,Aurora,104.0,,-23.42,-7.96,,,-11.91,,93.12,,2.45,,2.75,,220.95,131.2,825.67,2.74,,13.7,,-0.01,,,,,,,89.19,185.21,,100.67,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,264,729899
27392,2000-09-21,Aurora,108.6,,-41.34,-10.47,,,-17.27,,87.73,,7.58,,7.79,,204.91,146.48,824.84,2.75,,13.76,,-0.02,,,,,,,89.57,185.21,,97.61,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,265,729900
27416,2000-09-22,Aurora,60.68,,5.39,1.87,,,-3.2,,95.38,,8.22,,8.92,,224.84,128.04,814.66,2.75,,13.57,,-0.02,,,,,,,89.94,185.21,,95.42,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,266,729901
27430,2000-09-23,Aurora,59.62,,-11.12,-3.09,,,-7.77,,83.78,,11.15,,11.48,,161.38,188.05,822.18,2.74,,13.55,,-0.01,,,,,,,90.31,185.21,,86.31,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,267,729902
27448,2000-09-24,Aurora,76.15,,-22.59,-5.89,,,-10.19,,86.0,,6.51,,6.74,,142.17,206.75,820.28,2.73,,13.56,,-0.0,,,,,,,90.69,185.21,,91.06,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,268,729903
27464,2000-09-25,Aurora,75.14,,-17.11,-3.06,,,-7.7,,82.95,,9.01,,9.31,,148.65,200.27,816.18,2.74,,13.53,,-0.01,,,,,,,91.06,185.21,,85.45,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,2000,September,269,729904
