,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
480647,1999-08-20 23:00:00,KULU,3.91,3.78,-33.29,-0.51,,,-1.49,-0.74,66.23,66.12,8.3,,8.3,,74.1,78.5,903.5,3.63,,13.82,-0.4,-1.3,,,,,,,92.0,305.4,,66.55,66.37,2.69,2.71,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480667,1999-08-21 00:00:00,KULU,0.22,0.2,-24.41,-0.86,,,-1.87,-1.12,69.86,75.25,7.26,,7.26,,72.2,75.9,903.7,3.63,,13.53,-0.74,-1.3,,,,,,,96.42,320.4,,70.44,75.79,2.76,3.0,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480693,1999-08-21 01:00:00,KULU,0.0,0.0,-25.25,-0.92,,,-1.92,-1.12,71.12,76.14,5.86,,5.86,,70.4,73.3,903.4,3.62,,13.48,-0.75,-1.29,,,,,,,99.65,335.4,,71.75,76.69,2.8,3.04,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480710,1999-08-21 02:00:00,KULU,0.0,0.0,-21.46,-0.92,,,-1.91,-0.93,72.23,70.27,4.68,,4.68,,68.5,70.6,903.2,3.62,,13.44,-0.56,-1.29,,,,,,,101.46,350.4,,72.87,70.65,2.85,2.84,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480720,1999-08-21 03:00:00,KULU,0.0,0.0,1.51,0.54,,,-0.45,0.48,72.58,71.63,3.74,,3.74,,66.7,68.0,903.0,3.62,,13.38,0.88,-1.29,,,,,,,101.7,5.4,,72.58,71.63,3.18,3.22,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480746,1999-08-21 04:00:00,KULU,0.0,0.0,0.04,1.65,,,0.7,1.45,76.9,80.1,3.47,,3.47,,64.8,65.4,902.7,3.62,,13.34,1.79,-1.29,,,,,,,100.35,20.4,,76.9,80.1,3.66,3.85,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480752,1999-08-21 05:00:00,KULU,0.0,0.0,-16.3,0.85,,,-0.08,0.59,79.81,82.1,3.2,,3.2,,76.0,79.4,902.3,3.62,,13.3,0.93,-1.29,,,,,,,97.52,35.4,,79.81,82.1,3.58,3.71,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480780,1999-08-21 06:00:00,KULU,0.0,0.0,-11.76,1.24,,,0.29,1.01,77.5,81.3,2.93,,2.93,,65.2,66.3,901.9,3.62,,13.26,1.38,-1.29,,,,,,,93.44,50.4,,77.5,81.3,3.58,3.79,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480788,1999-08-21 07:00:00,KULU,1.92,1.49,-3.42,1.88,,,0.91,1.68,75.5,78.7,2.66,,2.66,,62.7,63.0,901.9,3.62,,13.22,2.1,-1.29,,,,,,,88.37,65.4,,75.5,78.7,3.65,3.87,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480819,1999-08-21 08:00:00,KULU,18.45,14.38,6.88,2.92,,,2.06,2.94,84.3,77.37,2.39,,2.39,,57.2,55.5,902.1,3.61,,13.23,3.3,-1.28,,,,,,,82.62,80.4,,84.3,77.37,4.39,4.14,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480834,1999-08-21 09:00:00,KULU,67.73,52.45,16.93,2.92,,,2.11,3.25,82.77,80.48,2.12,,2.12,,58.0,55.3,901.9,3.62,,13.57,3.48,-1.29,,,,,,,76.54,95.4,,82.77,80.48,4.31,4.36,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480850,1999-08-21 10:00:00,KULU,202.53,155.54,63.37,2.32,,,1.67,2.9,81.8,79.36,1.85,,1.85,,76.6,81.1,901.6,3.62,,13.58,2.94,-1.29,,,,,,,70.45,110.4,,81.8,79.36,4.08,4.14,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480866,1999-08-21 11:00:00,KULU,155.68,117.73,43.85,3.2,,,2.43,3.76,85.8,82.93,1.58,,1.58,,78.6,79.3,901.4,3.62,,13.8,4.03,-1.29,,,,,,,64.73,125.4,0.76,85.8,82.93,4.56,4.68,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480882,1999-08-21 12:00:00,KULU,317.71,228.18,98.62,5.02,,,4.27,5.32,82.57,79.94,1.31,,1.31,,104.1,154.1,901.2,3.62,,13.69,5.28,-1.29,,,,,,,59.77,140.4,0.72,82.57,79.94,4.99,4.92,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480904,1999-08-21 13:00:00,KULU,328.04,240.73,93.01,7.16,,,6.54,5.84,99.4,75.04,0.76,,0.76,,129.6,151.0,901.4,3.63,,13.6,5.97,-1.3,,,,,,,56.02,155.4,0.73,99.4,75.04,6.97,4.85,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480925,1999-08-21 14:00:00,KULU,333.57,240.26,108.7,3.61,,,3.08,3.8,85.67,76.84,2.01,,2.01,,90.0,103.8,901.1,3.63,,13.54,3.7,-1.3,,,,,,,53.88,170.4,0.72,85.67,76.84,4.69,4.24,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480939,1999-08-21 15:00:00,KULU,269.75,198.54,77.22,3.06,,,2.46,3.54,85.6,82.5,2.12,,2.12,,86.2,97.8,900.8,3.63,,13.76,3.66,-1.3,,,,,,,53.62,185.4,0.74,85.6,82.5,4.51,4.54,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480962,1999-08-21 16:00:00,KULU,391.71,277.79,127.91,4.24,,,3.86,5.82,84.84,79.66,1.55,,1.55,,85.4,98.1,900.9,3.63,,13.73,5.58,-1.3,,,,,,,55.28,200.4,0.71,84.84,79.66,4.86,5.01,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480972,1999-08-21 17:00:00,KULU,222.75,160.06,64.13,2.91,,,2.27,4.37,89.5,84.83,2.47,,2.47,,80.7,88.7,900.6,3.63,,13.63,4.46,-1.3,,,,,,,58.64,215.4,0.72,89.5,84.83,4.67,4.94,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
480992,1999-08-21 18:00:00,KULU,183.87,133.6,52.76,4.23,,,3.53,5.07,87.74,87.17,1.12,,1.12,,85.8,95.9,900.2,3.63,,13.55,5.42,-1.3,,,,,,,63.33,230.4,0.73,87.74,87.17,5.03,5.43,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481019,1999-08-21 19:00:00,KULU,148.45,108.55,40.12,4.29,,,3.62,4.6,86.76,85.49,2.21,,2.21,,93.2,100.6,900.0,3.64,,13.66,4.86,-1.31,,,,,,,68.91,245.4,0.73,86.76,85.49,4.99,5.12,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481028,1999-08-21 20:00:00,KULU,143.88,122.29,31.22,4.7,,,4.25,5.46,91.37,89.62,4.17,,4.17,,63.4,62.4,899.6,3.64,,14.08,5.59,-1.31,,,,,,,74.96,260.4,,91.37,89.62,5.41,5.65,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481043,1999-08-21 21:00:00,KULU,94.0,84.52,-20.3,4.12,,,3.54,4.57,90.2,89.17,5.58,,6.17,,69.3,70.5,899.3,3.65,,14.05,4.8,-1.32,,,,,,,81.1,275.4,,90.2,89.17,5.13,5.32,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481068,1999-08-21 22:00:00,KULU,10.11,8.59,-36.41,3.67,,,2.98,3.86,87.5,88.1,6.99,,6.99,,66.4,68.2,899.3,3.65,,13.92,4.09,-1.32,,,,,,,87.0,290.4,,87.5,88.1,4.82,5.0,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481091,1999-08-21 23:00:00,KULU,3.91,3.11,-31.21,3.04,,,2.2,2.94,89.0,84.0,7.09,,7.09,,69.1,71.2,899.7,3.65,,13.78,3.22,-1.32,,,,,,,92.32,305.4,,89.0,84.0,4.69,4.48,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,233,729503
481094,1999-08-22 00:00:00,KULU,0.15,0.14,-33.43,2.3,,,1.39,2.11,82.8,84.2,7.7,,7.7,,68.5,70.8,900.1,3.65,,13.49,2.43,-1.32,,,,,,,96.75,320.4,,82.8,84.2,4.14,4.24,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481127,1999-08-22 01:00:00,KULU,0.0,0.0,-28.87,2.18,,,1.26,1.98,80.6,78.4,7.91,,7.91,,69.1,70.4,899.8,3.65,,13.45,2.32,-1.32,,,,,,,99.99,335.4,,80.6,78.4,3.99,3.92,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481134,1999-08-22 02:00:00,KULU,0.0,0.0,-31.26,1.85,,,0.89,1.6,74.6,78.2,8.1,,8.1,,70.6,74.8,899.5,3.65,,13.4,1.99,-1.32,,,,,,,101.8,350.4,,74.6,78.2,3.61,3.82,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481154,1999-08-22 03:00:00,KULU,0.0,0.0,-30.96,1.61,,,0.63,1.38,74.9,78.4,7.57,,7.57,,73.2,75.6,899.1,3.65,,13.35,1.77,-1.32,,,,,,,102.04,5.4,,74.9,78.4,3.56,3.77,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481177,1999-08-22 04:00:00,KULU,0.0,0.0,-30.66,0.78,,,-0.18,0.54,75.79,77.8,7.58,,7.58,,73.8,77.7,899.2,3.65,,13.31,0.91,-1.32,,,,,,,100.69,20.4,,75.79,77.8,3.4,3.52,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481184,1999-08-22 05:00:00,KULU,0.0,0.0,-28.43,0.29,,,-0.72,-0.02,73.37,72.95,9.79,,9.79,,74.0,77.7,899.0,3.66,,13.26,0.38,-1.33,,,,,,,97.85,35.4,,73.37,72.95,3.17,3.18,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481213,1999-08-22 06:00:00,KULU,0.0,0.0,-28.51,0.35,,,-0.62,0.1,71.29,72.53,9.63,,9.63,,76.1,80.1,898.9,3.65,,13.22,0.47,-1.32,,,,,,,93.76,50.4,,71.29,72.53,3.1,3.18,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481236,1999-08-22 07:00:00,KULU,3.32,2.09,-20.24,0.36,,,-0.61,0.15,71.48,72.57,8.79,,8.79,,76.6,81.9,899.0,3.65,,13.18,0.49,-1.32,,,,,,,88.68,65.4,,71.48,72.57,3.11,3.19,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481238,1999-08-22 08:00:00,KULU,17.12,11.41,-5.44,0.75,,,-0.2,0.56,71.29,72.6,7.82,,7.9,,76.6,81.1,899.1,3.65,,13.27,0.91,-1.32,,,,,,,82.94,80.4,,71.29,72.6,3.19,3.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481266,1999-08-22 09:00:00,KULU,47.96,31.93,11.03,0.95,,,0.04,0.82,74.1,73.6,6.85,,7.0,,79.1,85.0,899.3,3.65,,13.57,1.14,-1.32,,,,,,,76.85,95.4,,74.1,73.6,3.36,3.39,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481276,1999-08-22 10:00:00,KULU,95.18,64.2,30.57,1.63,,,0.79,1.53,77.4,80.9,5.87,,5.87,,85.2,92.3,899.5,3.65,,13.67,1.75,-1.32,,,,,,,70.76,110.4,,77.4,80.9,3.69,3.89,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481299,1999-08-22 11:00:00,KULU,232.05,151.35,92.91,2.55,,,1.86,2.61,81.7,82.3,5.78,,5.78,,87.7,96.4,899.4,3.65,,13.58,2.73,-1.32,,,,,,,65.04,125.4,0.65,81.7,82.3,4.16,4.24,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481316,1999-08-22 12:00:00,KULU,230.64,146.9,83.21,2.82,,,2.15,3.06,89.4,89.3,4.6,,4.6,,81.7,89.6,899.2,3.65,,13.51,3.19,-1.32,,,,,,,60.1,140.4,0.64,89.4,89.3,4.64,4.76,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481333,1999-08-22 13:00:00,KULU,265.69,175.93,98.52,3.72,,,3.04,4.3,89.5,86.09,3.24,,3.24,,88.9,99.7,899.5,3.65,,13.79,4.39,-1.32,,,,,,,56.35,155.4,0.66,89.5,86.09,4.95,4.99,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481356,1999-08-22 14:00:00,KULU,131.55,93.63,48.99,3.45,,,2.67,3.53,84.3,83.44,3.16,,3.36,,92.0,101.9,899.6,3.66,,14.27,3.78,-1.33,,,,,,,54.22,170.4,0.71,84.3,83.44,4.57,4.63,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481366,1999-08-22 15:00:00,KULU,156.57,109.3,57.73,3.82,,,3.06,3.98,86.0,79.48,3.08,,3.08,,91.5,102.1,899.9,3.67,,14.05,4.22,-1.34,,,,,,,53.96,185.4,0.7,86.0,79.48,4.79,4.55,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481396,1999-08-22 16:00:00,KULU,183.79,124.69,70.47,3.91,,,3.16,3.95,87.57,82.12,4.03,,4.03,,95.8,106.6,899.6,3.67,,13.87,4.13,-1.34,,,,,,,55.62,200.4,0.68,87.57,82.12,4.91,4.67,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481403,1999-08-22 17:00:00,KULU,139.08,95.25,54.62,3.93,,,3.15,3.93,90.8,86.0,2.99,,2.99,,94.6,106.7,898.9,3.66,,13.75,4.14,-1.33,,,,,,,58.97,215.4,0.68,90.8,86.0,5.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481432,1999-08-22 18:00:00,KULU,108.83,74.8,39.18,3.12,,,2.31,3.42,89.2,87.8,3.02,,3.02,,85.0,93.4,898.9,3.66,,13.65,3.71,-1.33,,,,,,,63.65,230.4,0.69,89.2,87.8,4.73,4.85,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481448,1999-08-22 19:00:00,KULU,76.22,52.72,25.92,3.15,,,2.31,3.53,88.8,86.5,2.38,,2.38,,88.2,101.8,899.0,3.67,,13.58,3.84,-1.34,,,,,,,69.22,245.4,0.69,88.8,86.5,4.72,4.83,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481454,1999-08-22 20:00:00,KULU,74.74,52.05,28.19,2.5,,,1.61,2.82,88.4,86.7,2.84,,2.84,,83.2,93.3,898.8,3.67,,13.7,3.15,-1.34,,,,,,,75.27,260.4,,88.4,86.7,4.49,4.61,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481481,1999-08-22 21:00:00,KULU,120.12,80.13,26.91,2.92,,,2.17,3.31,91.7,90.3,2.88,,2.88,,82.0,90.4,898.5,3.67,,14.0,3.6,-1.34,,,,,,,81.42,275.4,,91.7,90.3,4.8,4.96,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481493,1999-08-22 22:00:00,KULU,24.35,15.59,6.45,2.23,,,1.3,2.24,90.0,90.0,3.55,,3.55,,77.5,82.0,898.5,3.66,,13.89,2.58,-1.33,,,,,,,87.32,290.4,,90.0,90.0,4.48,4.59,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481510,1999-08-22 23:00:00,KULU,4.5,3.65,1.13,2.64,,,1.69,2.63,86.6,86.7,3.22,,3.22,,103.1,114.0,898.2,3.66,,13.77,3.03,-1.33,,,,,,,92.65,305.4,,86.6,86.7,4.44,4.57,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,234,729504
481527,1999-08-23 00:00:00,KULU,0.15,0.14,-1.0,2.46,,,1.52,2.71,88.6,87.0,2.6,,2.6,,84.9,93.3,898.4,3.66,,13.49,3.14,-1.33,,,,,,,97.08,320.4,,88.6,87.0,4.48,4.62,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481547,1999-08-23 01:00:00,KULU,0.0,0.0,-15.71,2.27,,,1.35,2.51,90.7,89.5,2.7,,2.7,,78.0,81.4,898.5,3.66,,13.45,2.81,-1.33,,,,,,,100.33,335.4,,90.7,89.5,4.53,4.64,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481567,1999-08-23 02:00:00,KULU,0.0,0.0,-33.55,2.05,,,1.08,1.81,89.7,87.8,4.6,,4.6,,70.5,73.3,898.0,3.66,,13.4,2.21,-1.33,,,,,,,102.14,350.4,,89.7,87.8,4.41,4.37,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481584,1999-08-23 03:00:00,KULU,0.0,0.0,-39.6,2.69,,,1.74,2.54,81.01,82.18,6.24,,6.24,,55.0,52.1,897.8,3.67,,13.35,2.93,-1.34,,,,,,,102.38,5.4,,81.01,82.18,4.17,4.3,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481607,1999-08-23 04:00:00,KULU,0.0,0.0,-33.81,1.48,,,0.51,1.22,66.52,69.77,9.16,,9.16,,69.5,70.8,897.0,3.67,,13.31,1.58,-1.34,,,,,,,101.03,20.4,,66.52,69.77,3.14,3.32,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481631,1999-08-23 05:00:00,KULU,0.0,0.0,-26.91,1.77,,,0.81,1.53,65.62,68.82,9.8,,9.8,,65.5,66.6,896.7,3.68,,13.27,1.91,-1.35,,,,,,,98.19,35.4,,65.62,68.82,3.17,3.36,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481638,1999-08-23 06:00:00,KULU,0.0,0.0,-27.97,0.82,,,-0.15,0.55,64.38,65.89,10.46,,10.46,,68.6,70.7,896.6,3.69,,13.22,0.94,-1.36,,,,,,,94.08,50.4,,64.38,65.89,2.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481654,1999-08-23 07:00:00,KULU,2.8,1.62,-23.55,0.81,,,-0.14,0.6,61.33,62.65,11.8,,12.64,,61.2,60.9,896.4,3.68,,13.18,0.92,-1.35,,,,,,,89.0,65.4,,61.33,62.65,2.76,2.85,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481673,1999-08-23 08:00:00,KULU,20.59,12.96,-4.37,0.58,,,-0.36,0.4,62.13,63.22,13.13,,13.13,,66.5,60.3,896.5,3.68,,13.44,0.73,-1.35,,,,,,,83.25,80.4,,62.13,63.22,2.75,2.83,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481691,1999-08-23 09:00:00,KULU,49.36,31.12,8.05,0.27,,,-0.65,0.11,61.25,62.25,13.36,,13.36,,69.3,59.6,896.8,3.69,,13.67,0.41,-1.36,,,,,,,77.16,95.4,,61.25,62.25,2.65,2.72,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481709,1999-08-23 10:00:00,KULU,89.79,56.5,24.21,-0.07,,,-0.96,-0.18,64.4,62.89,13.87,,13.87,,65.0,59.0,895.5,3.68,,14.16,0.11,-1.35,,,,,,,71.08,110.4,,64.44,62.89,2.72,2.7,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481732,1999-08-23 11:00:00,KULU,177.82,106.19,63.91,1.01,,,0.25,1.05,64.48,67.09,13.01,,13.01,,67.7,58.3,895.7,3.69,,13.95,1.24,-1.36,,,,,,,65.36,125.4,0.6,64.48,67.09,2.95,3.12,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481748,1999-08-23 12:00:00,KULU,254.33,145.34,98.71,1.7,,,1.04,1.9,71.55,68.01,12.33,,12.33,,65.9,57.7,895.6,3.69,,13.82,1.99,-1.36,,,,,,,60.42,140.4,0.57,71.55,68.01,3.44,3.34,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481775,1999-08-23 13:00:00,KULU,349.73,200.5,147.88,2.69,,,2.12,3.06,76.62,76.2,11.78,,11.78,,64.0,59.7,896.4,3.69,,13.72,3.08,-1.36,,,,,,,56.69,155.4,0.57,76.62,76.2,3.95,4.04,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481784,1999-08-23 14:00:00,KULU,405.95,235.74,172.23,3.14,,,2.63,3.47,75.54,75.56,12.35,,12.35,,62.2,52.9,896.4,3.69,,13.64,3.46,-1.36,,,,,,,54.56,170.4,0.58,75.54,75.56,4.02,4.12,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481798,1999-08-23 15:00:00,KULU,376.58,227.84,145.88,3.15,,,2.63,3.45,76.15,76.26,10.54,,10.54,,60.3,62.5,896.9,3.68,,13.57,3.48,-1.35,,,,,,,54.3,185.4,0.61,76.15,76.26,4.06,4.16,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481826,1999-08-23 16:00:00,KULU,266.94,168.97,96.05,3.02,,,2.37,3.22,77.5,77.59,11.28,,11.28,,58.5,58.1,896.2,3.69,,14.4,3.37,-1.36,,,,,,,55.95,200.4,0.63,77.5,77.59,4.09,4.2,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481847,1999-08-23 17:00:00,KULU,237.06,152.77,80.17,3.22,,,2.56,3.33,75.72,76.09,11.08,,11.08,,49.2,45.4,896.1,3.68,,13.96,3.46,-1.35,,,,,,,59.3,215.4,0.64,75.72,76.09,4.06,4.15,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481856,1999-08-23 18:00:00,KULU,161.21,105.38,52.09,2.94,,,2.17,2.94,77.35,71.42,10.85,,10.85,,54.5,52.4,897.0,3.68,,13.81,3.17,-1.35,,,,,,,63.97,230.4,0.65,77.35,71.42,4.06,3.81,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481881,1999-08-23 19:00:00,KULU,125.95,82.56,37.78,2.73,,,1.95,2.75,70.67,71.05,10.72,,10.72,,59.1,58.3,897.3,3.69,,13.71,2.99,-1.36,,,,,,,69.53,245.4,0.66,70.67,71.05,3.65,3.74,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481892,1999-08-23 20:00:00,KULU,91.34,63.93,14.4,2.47,,,1.67,2.44,71.46,71.9,10.56,,10.56,,64.4,64.1,897.0,3.69,,13.63,2.72,-1.36,,,,,,,75.58,260.4,,71.46,71.9,3.63,3.71,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481916,1999-08-23 21:00:00,KULU,47.96,31.66,2.01,2.29,,,1.39,2.11,69.74,70.22,10.63,,10.63,,69.8,73.0,897.6,3.7,,13.6,2.47,-1.37,,,,,,,81.73,275.4,,69.74,70.22,3.49,3.56,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481931,1999-08-23 22:00:00,KULU,19.99,13.23,-8.64,1.97,,,1.04,1.75,69.04,66.36,9.76,,9.76,,73.9,77.3,898.0,3.68,,13.59,2.1,-1.35,,,,,,,87.64,290.4,,69.04,66.36,3.38,3.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481956,1999-08-23 23:00:00,KULU,2.51,1.69,-14.17,1.66,,,0.7,1.43,64.13,67.21,9.16,,9.16,,79.7,85.1,898.1,3.69,,13.53,1.78,-1.36,,,,,,,92.97,305.4,,64.13,67.21,3.07,3.24,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,235,729505
481960,1999-08-24 00:00:00,KULU,0.07,0.0,-26.21,1.08,,,0.14,0.87,63.63,63.24,9.81,,9.81,,80.1,86.6,897.9,3.69,,13.27,1.2,-1.36,,,,,,,97.41,320.4,,63.63,63.24,2.92,2.93,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
481980,1999-08-24 01:00:00,KULU,0.0,0.0,-22.12,0.75,,,-0.25,0.49,60.41,61.56,9.35,,9.35,,78.2,85.1,897.4,3.7,,13.24,0.89,-1.37,,,,,,,100.67,335.4,,60.41,61.56,2.71,2.79,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
481998,1999-08-24 02:00:00,KULU,0.0,0.0,-21.86,-0.09,,,-1.07,-0.3,62.15,61.98,8.41,,8.41,,74.6,78.2,896.9,3.69,,13.2,0.03,-1.36,,,,,,,102.49,350.4,,62.2,61.98,2.62,2.64,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
482020,1999-08-24 03:00:00,KULU,0.0,0.0,-8.4,-0.02,,,-1.0,-0.26,65.26,63.92,7.3,,7.3,,80.4,86.2,896.4,3.69,,13.17,0.1,-1.36,,,,,,,102.73,5.4,,65.27,63.92,2.77,2.74,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
482029,1999-08-24 04:00:00,KULU,0.0,0.0,-12.91,-0.01,,,-1.0,-0.22,66.79,65.0,5.77,,5.77,,83.8,90.1,896.1,3.69,,13.12,0.17,-1.36,,,,,,,101.37,20.4,,66.79,65.0,2.84,2.8,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
482049,1999-08-24 05:00:00,KULU,0.0,0.0,-2.53,0.38,,,-0.57,0.2,68.23,68.79,5.38,,5.38,,87.4,95.7,896.0,3.68,,13.09,0.54,-1.35,,,,,,,98.52,35.4,,68.23,68.79,2.98,3.04,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
482071,1999-08-24 06:00:00,KULU,0.0,0.0,-2.7,0.83,,,-0.14,0.7,66.58,66.77,4.08,,4.08,,95.3,105.2,896.4,3.68,,13.06,1.08,-1.35,,,,,,,94.41,50.4,,66.58,66.77,3.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
482083,1999-08-24 07:00:00,KULU,0.22,0.2,-2.27,0.89,,,-0.04,0.8,68.44,68.07,3.11,,3.32,,98.0,108.9,896.7,3.68,,13.03,1.15,-1.35,,,,,,,89.32,65.4,,68.44,68.07,3.1,3.14,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,236,729506
