,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
479192,1999-08-17 14:00:00,KULU,406.54,257.75,154.63,2.69,,,2.14,2.94,83.4,75.7,3.19,,3.19,,86.8,95.8,909.2,3.59,,13.71,2.88,-1.26,,,,,,,52.55,170.4,0.63,83.4,75.7,4.24,3.9,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479203,1999-08-17 15:00:00,KULU,349.95,225.21,122.39,2.97,,,2.36,2.86,81.49,75.14,3.14,,3.14,,92.5,101.8,909.2,3.59,,13.62,2.88,-1.26,,,,,,,52.28,185.4,0.64,81.49,75.14,4.23,3.87,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479232,1999-08-17 16:00:00,KULU,366.33,237.49,133.04,2.74,,,2.15,2.81,84.3,77.66,3.11,,3.11,,89.4,97.8,909.1,3.59,,13.55,2.84,-1.26,,,,,,,53.96,200.4,0.65,84.3,77.66,4.3,3.99,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479255,1999-08-17 17:00:00,KULU,314.46,205.49,91.96,2.97,,,2.39,3.01,82.32,81.79,2.74,,2.74,,89.5,99.4,909.2,3.59,,14.27,3.08,-1.26,,,,,,,57.36,215.4,0.65,82.32,81.79,4.27,4.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479257,1999-08-17 18:00:00,KULU,243.04,164.38,66.07,2.49,,,1.85,2.67,78.2,76.4,2.87,,2.87,,86.1,95.4,909.4,3.59,,14.33,2.82,-1.26,,,,,,,62.08,230.4,0.68,78.2,76.4,3.92,3.92,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479287,1999-08-17 19:00:00,KULU,200.17,140.08,36.27,2.19,,,1.55,2.49,81.0,79.38,3.0,,3.0,,83.3,91.3,909.4,3.6,,14.17,2.62,-1.27,,,,,,,67.68,245.4,0.7,81.0,79.38,3.97,4.01,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479302,1999-08-17 20:00:00,KULU,120.56,102.48,22.95,2.23,,,1.58,2.39,78.9,77.93,3.37,,3.37,,87.5,96.1,909.4,3.6,,14.17,2.55,-1.27,,,,,,,73.74,260.4,,78.9,77.93,3.88,3.92,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479326,1999-08-17 21:00:00,KULU,75.04,61.23,-9.81,1.46,,,0.66,1.53,74.6,76.4,3.67,,3.67,,84.7,91.4,909.4,3.59,,14.07,1.79,-1.26,,,,,,,79.88,275.4,,74.6,76.4,3.47,3.64,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479336,1999-08-17 22:00:00,KULU,25.53,22.14,-19.32,0.8,,,-0.1,0.81,70.92,70.51,3.79,,3.79,,84.8,92.3,909.4,3.59,,13.94,1.13,-1.26,,,,,,,85.77,290.4,,70.92,70.51,3.15,3.2,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479347,1999-08-17 23:00:00,KULU,0.0,0.0,-22.63,0.57,,,-0.37,0.61,69.61,68.16,3.78,,3.78,,83.7,90.8,909.5,3.59,,13.81,0.95,-1.26,,,,,,,91.06,305.4,,69.61,68.16,3.04,3.06,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,229,729499
479376,1999-08-18 00:00:00,KULU,0.3,0.2,-22.47,0.32,,,-0.65,0.34,70.91,69.24,3.82,,3.82,,83.3,91.6,909.7,3.59,,13.51,0.7,-1.26,,,,,,,95.46,320.4,,70.91,69.24,3.04,3.05,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479383,1999-08-18 01:00:00,KULU,0.0,0.0,-21.98,0.2,,,-0.77,0.19,70.49,69.17,3.87,,3.87,,82.9,94.8,909.9,3.59,,13.48,0.56,-1.26,,,,,,,98.67,335.4,,70.49,69.17,2.99,3.02,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479415,1999-08-18 02:00:00,KULU,0.0,0.0,-15.69,0.33,,,-0.64,0.28,70.6,69.57,3.91,,3.91,,82.4,93.0,910.0,3.59,,13.44,0.65,-1.26,,,,,,,100.46,350.4,,70.6,69.57,3.03,3.05,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479427,1999-08-18 03:00:00,KULU,0.0,0.0,-10.25,0.65,,,-0.3,0.6,71.47,70.75,3.96,,3.96,,82.0,91.6,910.0,3.59,,13.38,0.95,-1.26,,,,,,,100.7,5.4,,71.47,70.75,3.14,3.17,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479447,1999-08-18 04:00:00,KULU,0.0,0.0,-17.8,0.47,,,-0.47,0.41,73.29,73.2,4.0,,4.0,,81.6,88.4,909.8,3.59,,13.33,0.72,-1.26,,,,,,,99.36,20.4,,73.29,73.2,3.17,3.23,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479471,1999-08-18 05:00:00,KULU,0.0,0.0,-13.7,0.28,,,-0.7,0.2,72.35,71.62,4.02,,4.02,,80.3,88.0,909.6,3.6,,13.29,0.59,-1.27,,,,,,,96.55,35.4,,72.35,71.62,3.09,3.13,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479484,1999-08-18 06:00:00,KULU,0.0,0.0,-8.53,1.07,,,0.15,1.08,71.5,72.01,3.41,,3.41,,82.7,90.1,909.5,3.6,,13.25,1.42,-1.27,,,,,,,92.48,50.4,,71.5,72.01,3.24,3.34,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479502,1999-08-18 07:00:00,KULU,1.99,1.42,-7.44,0.86,,,-0.09,0.82,70.91,70.33,3.59,,3.59,,88.0,96.5,909.5,3.6,,13.21,1.18,-1.27,,,,,,,87.43,65.4,,70.91,70.33,3.16,3.21,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479509,1999-08-18 08:00:00,KULU,23.91,16.07,5.14,1.05,,,0.14,1.03,73.5,74.43,3.21,,3.47,,86.0,94.5,909.6,3.6,,13.27,1.37,-1.27,,,,,,,81.71,80.4,,73.5,74.43,3.32,3.44,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479542,1999-08-18 09:00:00,KULU,60.28,40.71,18.99,1.43,,,0.55,1.43,74.1,75.09,3.13,,3.35,,86.3,94.9,909.9,3.6,,13.55,1.72,-1.27,,,,,,,75.63,95.4,,74.1,75.09,3.44,3.56,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479560,1999-08-18 10:00:00,KULU,102.78,69.94,37.23,1.97,,,1.13,1.96,80.6,76.4,3.1,,3.23,,87.6,95.0,910.1,3.6,,14.04,2.21,-1.27,,,,,,,69.53,110.4,0.68,80.6,76.4,3.89,3.75,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479570,1999-08-18 11:00:00,KULU,166.23,112.13,57.94,2.35,,,1.57,2.37,79.5,78.76,3.04,,3.11,,88.7,97.9,910.2,3.6,,14.02,2.54,-1.27,,,,,,,63.79,125.4,0.67,79.5,78.76,3.94,3.96,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479590,1999-08-18 12:00:00,KULU,216.77,143.18,75.79,2.58,,,1.86,2.54,77.5,76.48,2.99,,2.99,,93.0,103.3,910.2,3.6,,13.85,2.63,-1.27,,,,,,,58.81,140.4,0.66,77.5,76.48,3.91,3.87,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479615,1999-08-18 13:00:00,KULU,301.92,195.71,111.74,2.61,,,1.95,2.75,77.7,76.3,2.92,,2.92,,88.1,97.6,910.2,3.6,,13.75,2.77,-1.27,,,,,,,55.03,155.4,0.65,77.7,76.3,3.92,3.9,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479621,1999-08-18 14:00:00,KULU,390.09,252.34,142.55,4.14,,,3.43,4.95,79.8,75.96,1.09,,1.09,,84.3,98.2,910.3,3.62,,13.66,5.16,-1.29,,,,,,,52.87,170.4,0.65,79.8,75.96,4.49,4.59,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479647,1999-08-18 15:00:00,KULU,376.22,244.51,128.67,3.87,,,3.3,3.72,83.42,77.29,1.99,,1.99,,94.8,108.9,910.4,3.6,,13.58,3.41,-1.27,,,,,,,52.61,185.4,0.65,83.42,77.29,4.61,4.13,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479664,1999-08-18 16:00:00,KULU,373.78,242.96,128.58,3.25,,,2.76,2.95,82.86,78.27,2.68,,2.68,,95.0,105.4,910.1,3.61,,13.51,2.88,-1.28,,,,,,,54.29,200.4,0.65,82.86,78.27,4.38,4.03,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479682,1999-08-18 17:00:00,KULU,353.86,231.82,109.37,3.56,,,3.06,3.22,84.3,80.19,2.0,,2.0,,94.6,106.6,909.9,3.61,,14.28,3.18,-1.28,,,,,,,57.68,215.4,0.66,84.3,80.19,4.56,4.22,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479706,1999-08-18 18:00:00,KULU,257.57,174.91,68.66,2.55,,,1.99,2.74,80.9,79.7,2.09,,2.09,,86.6,97.4,909.8,3.61,,14.36,2.76,-1.28,,,,,,,62.39,230.4,0.68,80.9,79.7,4.07,4.07,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479716,1999-08-18 19:00:00,KULU,206.89,142.71,52.68,2.23,,,1.59,2.39,83.1,82.6,2.43,,2.43,,85.4,94.6,909.7,3.62,,14.23,2.48,-1.29,,,,,,,67.98,245.4,0.69,83.1,82.6,4.09,4.13,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479726,1999-08-18 20:00:00,KULU,110.16,101.33,16.73,2.06,,,1.41,2.24,80.6,78.98,2.33,,2.33,,89.8,101.9,909.9,3.61,,14.16,2.39,-1.28,,,,,,,74.04,260.4,,80.6,78.98,3.91,3.93,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479743,1999-08-18 21:00:00,KULU,79.54,65.42,-10.01,0.89,,,0.15,1.07,77.1,78.7,2.85,,2.85,,86.1,95.6,909.7,3.61,,14.07,1.24,-1.28,,,,,,,80.19,275.4,,77.1,78.7,3.44,3.6,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479769,1999-08-18 22:00:00,KULU,31.28,26.59,-22.04,0.26,,,-0.63,0.33,78.74,78.6,2.95,,2.95,,82.6,91.6,909.5,3.6,,13.96,0.63,-1.27,,,,,,,86.07,290.4,,78.74,78.6,3.36,3.45,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479793,1999-08-18 23:00:00,KULU,5.61,4.46,-30.92,-0.72,,,-1.71,-0.61,79.41,76.99,3.18,,3.18,,81.0,88.1,909.4,3.61,,13.82,-0.27,-1.28,,,,,,,91.37,305.4,,79.96,77.19,3.15,3.16,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,230,729500
479814,1999-08-19 00:00:00,KULU,0.3,0.2,-30.44,-0.58,,,-1.59,-0.6,78.8,77.48,2.9,,3.42,,84.3,92.8,909.1,3.6,,13.52,-0.22,-1.27,,,,,,,95.78,320.4,,79.24,77.64,3.16,3.19,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479822,1999-08-19 01:00:00,KULU,0.0,0.0,-22.19,-0.34,,,-1.31,-0.15,77.27,74.34,2.63,,2.63,,81.9,92.0,909.2,3.6,,13.48,0.21,-1.27,,,,,,,98.99,335.4,,77.52,74.34,3.16,3.16,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479839,1999-08-19 02:00:00,KULU,0.0,0.0,-22.83,-0.48,,,-1.46,-0.53,80.42,79.34,3.18,,3.18,,82.3,90.2,908.8,3.6,,13.42,-0.19,-1.27,,,,,,,100.79,350.4,,80.79,79.48,3.25,3.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479863,1999-08-19 03:00:00,KULU,0.0,0.0,-22.73,-0.78,,,-1.75,-0.51,78.94,75.31,2.76,,2.76,,81.8,89.2,908.7,3.61,,13.38,-0.13,-1.28,,,,,,,101.03,5.4,,79.53,75.4,3.12,3.13,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479876,1999-08-19 04:00:00,KULU,0.0,0.0,-15.37,-0.58,,,-1.55,-0.69,81.21,80.57,3.52,,3.52,,80.8,89.0,908.2,3.61,,13.33,-0.38,-1.28,,,,,,,99.69,20.4,,81.66,80.86,3.26,3.29,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479889,1999-08-19 05:00:00,KULU,0.0,0.0,-15.92,-0.45,,,-1.41,-0.51,80.09,79.13,3.06,,3.06,,86.3,95.4,907.9,3.6,,13.29,-0.17,-1.27,,,,,,,96.87,35.4,,80.43,79.25,3.25,3.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479908,1999-08-19 06:00:00,KULU,0.07,0.07,-19.85,-0.54,,,-1.48,-0.49,79.33,77.7,2.76,,2.76,,83.9,91.9,907.7,3.6,,13.25,-0.17,-1.27,,,,,,,92.8,50.4,,79.74,77.82,3.2,3.22,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479931,1999-08-19 07:00:00,KULU,1.84,1.35,-23.52,-1.05,,,-2.02,-0.79,77.3,75.41,2.7,,2.7,,85.1,96.0,907.5,3.61,,13.21,-0.44,-1.28,,,,,,,87.74,65.4,,78.08,75.73,3.0,3.06,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479945,1999-08-19 08:00:00,KULU,20.88,14.24,-13.44,-1.4,,,-2.34,-1.3,78.58,83.65,2.77,,3.19,,84.6,93.2,907.4,3.6,,13.34,-1.05,-1.27,,,,,,,82.01,80.4,,79.65,84.5,2.98,3.25,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479967,1999-08-19 09:00:00,KULU,83.3,55.96,17.83,-1.42,,,-2.29,-1.02,77.72,81.32,2.84,,2.84,,82.6,90.4,907.3,3.61,,13.69,-0.87,-1.28,,,,,,,75.93,95.4,,78.79,82.0,2.94,3.2,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
479990,1999-08-19 10:00:00,KULU,140.63,96.4,41.03,-0.94,,,-1.75,-0.75,78.43,76.59,3.0,,3.0,,83.0,92.5,907.3,3.61,,13.6,-0.64,-1.28,,,,,,,69.84,110.4,0.69,79.14,77.06,3.07,3.07,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480003,1999-08-19 11:00:00,KULU,202.02,137.92,58.45,1.49,,,0.77,1.35,76.7,79.2,1.86,,1.86,,92.7,103.4,907.4,3.61,,13.53,1.39,-1.28,,,,,,,64.1,125.4,0.68,76.7,79.2,3.59,3.68,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480029,1999-08-19 12:00:00,KULU,308.04,203.4,118.68,3.26,,,2.22,2.3,85.4,80.9,1.6,,1.6,,87.2,96.2,907.4,3.61,,13.74,2.48,-1.28,,,,,,,59.13,140.4,0.66,85.4,80.9,4.53,4.06,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480045,1999-08-19 13:00:00,KULU,373.71,237.56,127.62,2.62,,,2.05,3.73,86.4,82.0,1.34,,1.34,,81.7,89.1,907.3,3.61,,13.65,3.4,-1.28,,,,,,,55.36,155.4,0.64,86.4,82.0,4.38,4.39,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480059,1999-08-19 14:00:00,KULU,389.05,246.61,140.37,3.27,,,2.56,4.11,81.88,80.42,1.09,,1.09,,93.6,104.1,907.2,3.61,,13.58,4.02,-1.28,,,,,,,53.21,170.4,0.63,81.88,80.42,4.35,4.5,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480080,1999-08-19 15:00:00,KULU,398.2,253.83,139.89,3.1,,,2.46,2.44,85.8,82.0,0.83,,0.83,,96.0,109.3,907.0,3.61,,13.51,2.26,-1.28,,,,,,,52.95,185.4,0.64,85.8,82.0,4.5,4.05,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480087,1999-08-19 16:00:00,KULU,391.86,251.67,126.01,3.87,,,3.18,3.81,85.66,80.65,0.57,,0.57,,86.4,124.0,907.0,3.62,,13.44,3.82,-1.29,,,,,,,54.62,200.4,0.64,85.66,80.65,4.75,4.45,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480106,1999-08-19 17:00:00,KULU,361.39,234.99,102.8,3.04,,,2.49,3.23,83.0,80.99,1.02,,1.02,,76.7,82.5,906.9,3.63,,13.91,3.11,-1.3,,,,,,,58.0,215.4,0.65,83.0,80.99,4.34,4.25,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480127,1999-08-19 18:00:00,KULU,310.84,208.19,76.37,2.14,,,1.63,2.3,82.3,82.1,1.48,,1.48,,84.5,97.5,906.9,3.62,,14.24,2.24,-1.29,,,,,,,62.7,230.4,0.67,82.3,82.1,4.03,4.05,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480147,1999-08-19 19:00:00,KULU,253.66,177.41,47.26,2.14,,,1.55,1.59,81.2,81.1,1.75,,1.75,,94.3,105.8,906.9,3.62,,14.21,1.63,-1.29,,,,,,,68.29,245.4,0.7,81.2,81.1,3.98,3.83,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480158,1999-08-19 20:00:00,KULU,105.8,89.93,8.86,1.32,,,0.77,1.12,77.0,81.5,2.1,,2.1,,91.4,101.7,906.8,3.62,,14.11,1.16,-1.29,,,,,,,74.34,260.4,,77.0,81.5,3.56,3.72,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480191,1999-08-19 21:00:00,KULU,60.06,53.06,-3.75,-0.01,,,-0.84,-0.08,81.33,80.19,2.67,,2.67,,88.1,97.7,906.6,3.62,,14.02,0.17,-1.29,,,,,,,80.49,275.4,,81.33,80.19,3.41,3.41,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480207,1999-08-19 22:00:00,KULU,29.07,27.41,-9.63,0.46,,,-0.48,0.31,78.02,78.9,2.19,,2.19,,104.7,117.4,906.8,3.62,,13.93,0.62,-1.29,,,,,,,86.38,290.4,,78.02,78.9,3.39,3.47,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480223,1999-08-19 23:00:00,KULU,4.06,2.97,-10.15,-0.03,,,-1.05,-0.18,81.81,80.88,2.49,,2.49,,95.7,107.4,906.8,3.62,,13.8,0.2,-1.29,,,,,,,91.69,305.4,,81.83,80.88,3.43,3.45,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,231,729501
480232,1999-08-20 00:00:00,KULU,0.22,0.14,-17.5,-0.16,,,-1.14,-0.35,83.11,82.92,2.87,,2.87,,90.4,100.1,906.5,3.62,,13.5,0.0,-1.29,,,,,,,96.1,320.4,,83.23,82.92,3.45,3.48,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480253,1999-08-20 01:00:00,KULU,0.0,0.0,-17.72,-0.35,,,-1.35,-0.47,79.02,78.39,3.03,,3.03,,100.7,111.3,906.6,3.62,,13.46,-0.14,-1.29,,,,,,,99.32,335.4,,79.28,78.49,3.24,3.26,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480282,1999-08-20 02:00:00,KULU,0.0,0.0,-24.95,-1.15,,,-2.15,-1.3,84.56,90.95,3.15,,3.15,,94.0,104.1,906.3,3.62,,13.41,-0.94,-1.29,,,,,,,101.13,350.4,,85.5,91.77,3.27,3.57,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480288,1999-08-20 03:00:00,KULU,0.0,0.0,-17.83,-0.88,,,-1.86,-1.02,83.09,88.39,3.37,,3.37,,97.6,108.7,906.1,3.62,,13.37,-0.68,-1.29,,,,,,,101.36,5.4,,83.79,88.97,3.27,3.53,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480310,1999-08-20 04:00:00,KULU,0.0,0.0,-2.46,0.04,,,-0.95,-0.19,83.13,82.19,3.41,,3.41,,108.4,119.4,905.7,3.62,,13.33,0.19,-1.29,,,,,,,100.02,20.4,,83.13,82.19,3.51,3.5,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480336,1999-08-20 05:00:00,KULU,0.0,0.0,-2.54,0.38,,,-0.57,0.14,82.82,84.3,3.44,,3.44,,132.5,135.9,905.3,3.62,,13.27,0.48,-1.29,,,,,,,97.2,35.4,,82.82,84.3,3.58,3.67,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480349,1999-08-20 06:00:00,KULU,0.0,0.0,-1.91,-0.01,,,-0.98,-0.34,91.74,91.73,3.48,,3.48,,152.2,147.8,905.2,3.61,,13.23,0.0,-1.28,,,,,,,93.12,50.4,,91.74,91.73,3.86,3.86,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480358,1999-08-20 07:00:00,KULU,0.74,0.61,-0.33,-0.12,,,-1.13,-0.49,97.35,98.9,3.51,,3.51,,143.4,141.1,905.1,3.62,,13.19,-0.2,-1.29,,,,,,,88.05,65.4,,97.46,99.08,4.06,4.1,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480381,1999-08-20 08:00:00,KULU,5.9,5.33,1.65,-0.41,,,-1.4,-0.82,97.61,99.53,3.55,,3.55,,147.0,143.3,905.0,3.59,,13.17,-0.51,-1.26,,,,,,,82.32,80.4,,97.99,100.01,3.99,4.03,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480408,1999-08-20 09:00:00,KULU,30.91,28.49,9.41,-0.28,,,-1.25,-0.74,96.56,98.94,3.59,,3.59,,119.2,127.3,904.9,3.59,,13.13,-0.42,-1.26,,,,,,,76.23,95.4,,96.81,99.34,3.98,4.04,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480424,1999-08-20 10:00:00,KULU,59.54,57.85,13.5,-0.3,,,-1.2,-0.79,95.09,97.88,4.38,,4.38,,129.9,134.0,904.5,3.59,,13.15,-0.47,-1.26,,,,,,,70.14,110.4,,95.36,98.32,3.92,3.98,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480444,1999-08-20 11:00:00,KULU,137.48,116.86,31.28,-0.11,,,-0.95,-0.67,94.43,96.86,4.28,,4.28,,127.2,134.0,904.7,3.59,,13.86,-0.34,-1.26,,,,,,,64.41,125.4,0.85,94.52,97.17,3.94,3.98,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480462,1999-08-20 12:00:00,KULU,267.41,227.3,61.98,0.65,,,-0.01,0.0,90.06,96.3,4.07,,4.07,,135.9,136.8,904.7,3.59,,13.52,0.19,-1.26,,,,,,,59.45,140.4,0.85,90.06,96.3,3.97,4.11,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480463,1999-08-20 13:00:00,KULU,321.25,305.07,89.11,2.02,,,1.44,0.6,91.6,93.8,2.97,,2.97,,123.1,129.5,904.7,3.59,,13.46,0.65,-1.26,,,,,,,55.69,155.4,0.95,91.6,93.8,4.46,4.14,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480490,1999-08-20 14:00:00,KULU,353.79,304.8,94.62,2.15,,,1.54,0.99,90.4,91.2,2.26,,2.26,,111.0,118.2,904.7,3.61,,13.89,0.97,-1.28,,,,,,,53.54,170.4,0.86,90.4,91.2,4.44,4.12,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480503,1999-08-20 15:00:00,KULU,389.57,312.97,98.33,2.18,,,1.55,2.04,87.9,90.8,1.55,,1.55,,98.8,101.8,904.6,3.61,,13.78,2.15,-1.28,,,,,,,53.28,185.4,0.8,87.9,90.8,4.33,4.46,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480526,1999-08-20 16:00:00,KULU,389.2,310.33,69.14,2.78,,,1.85,2.14,88.6,91.2,1.13,,1.13,,194.1,100.7,904.8,3.61,,13.67,2.21,-1.28,,,,,,,54.95,200.4,0.8,88.6,91.2,4.56,4.5,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480550,1999-08-20 17:00:00,KULU,363.45,286.57,69.14,2.02,,,1.45,1.97,88.0,87.0,1.62,,1.62,,89.5,99.5,904.7,3.61,,13.58,2.15,-1.28,,,,,,,58.32,215.4,0.79,88.0,87.0,4.29,4.28,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480555,1999-08-20 18:00:00,KULU,303.69,241.88,56.93,2.39,,,1.96,2.93,78.9,78.82,2.35,,2.35,,124.6,127.9,904.6,3.61,,13.77,3.14,-1.28,,,,,,,63.01,230.4,0.8,78.9,78.82,3.95,4.16,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480584,1999-08-20 19:00:00,KULU,261.19,211.84,31.99,2.79,,,2.42,3.02,78.06,79.71,5.32,,5.32,,112.0,113.8,904.3,3.62,,14.21,3.14,-1.29,,,,,,,68.59,245.4,0.81,78.06,79.71,4.02,4.21,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480595,1999-08-20 20:00:00,KULU,122.48,104.11,9.53,2.17,,,1.68,2.55,70.33,70.82,9.07,,9.07,,70.5,73.0,903.6,3.64,,14.21,2.64,-1.31,,,,,,,74.65,260.4,,70.33,70.82,3.47,3.61,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480619,1999-08-20 21:00:00,KULU,98.72,83.91,-38.15,1.54,,,0.97,1.75,64.11,67.15,9.25,,9.25,,72.7,78.0,903.7,3.64,,14.11,1.88,-1.31,,,,,,,80.79,275.4,,64.11,67.15,3.02,3.24,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
480640,1999-08-20 22:00:00,KULU,10.03,8.53,-40.95,0.83,,,0.02,0.79,63.39,62.99,8.79,,8.79,,74.7,77.4,903.4,3.64,,13.96,1.02,-1.31,,,,,,,86.69,290.4,,63.39,62.99,2.84,2.86,,,,,,,,,,,,,,,,,,,,,,,,1999,August,Summer,232,729502
